Dimension 1,Dimension 2,Dataset
0.724422,0.73340195,Anomaly
0.4219799,0.7430772,Anomaly
0.50488096,0.3151613,Anomaly
0.52357537,0.33637202,Anomaly
0.4030069,0.82003385,Anomaly
0.04708266,0.33982548,Anomaly
0.22710302,0.3576081,Anomaly
0.18493022,0.33422723,Anomaly
0.24942145,0.47061935,Anomaly
0.09195261,0.40020168,Anomaly
0.17832872,0.48012325,Anomaly
0.15304846,0.17161037,Anomaly
0.15052003,0.46669948,Anomaly
0.68304163,0.3222024,Anomaly
0.93668294,0.5264167,Anomaly
1,0.55501175,Anomaly
0.020722302,0.35984036,Anomaly
0.7050139,0.4733844,Anomaly
0.75560224,0.42211437,Anomaly
0.67051196,0.37006435,Anomaly
0.8759659,0.4909491,Anomaly
0.1848535,0.10522098,Anomaly
0.4659395,0.7578879,Anomaly
0.49696273,0.75448096,Anomaly
0.25352293,0.23714375,Anomaly
0.3451143,0.8004532,Anomaly
0.5303083,0.7194688,Anomaly
0.40580928,0.65236765,Anomaly
0.46438688,0.7205781,Anomaly
0.09069593,0.29850748,Anomaly
0.29947868,0.43228695,Anomaly
0.1456797,0.39521733,Anomaly
0.23240952,0.23872298,Anomaly
0.21580197,0.49914244,Anomaly
0.027854588,0.3997502,Anomaly
0.1589482,0.26762402,Anomaly
0.15723313,0.2358005,Anomaly
0.24123362,0.4417521,Anomaly
0.019778488,0.42063808,Anomaly
0.075037174,0.33587122,Anomaly
0.12070857,0.20714833,Anomaly
0.04800937,0.30658376,Anomaly
0.17781809,0.53840053,Anomaly
0.35618785,0.46448764,Anomaly
0.16809744,0.21530485,Anomaly
0.39973032,0.7175982,Anomaly
0.44144955,0.69351625,Anomaly
0.62204355,0.6986649,Anomaly
0.15585463,0.11797448,Anomaly
0.47443292,0.77905387,Anomaly
0.52058446,0.6763795,Anomaly
0.197201,0.161121,Anomaly
0.3928146,0.58325785,Anomaly
0.32950458,0.4307555,Anomaly
0.17092544,0.40717077,Anomaly
0.19069241,0.13948345,Anomaly
0.15157725,0.5127179,Anomaly
0.07117591,0.2763593,Anomaly
0.32796356,0.5858983,Anomaly
0.30324158,0.40414542,Anomaly
0.60528046,0.70037127,Anomaly
0.46763426,0.30656955,Anomaly
0.462499,0.65018225,Anomaly
0.46530658,0.29431492,Anomaly
0.52611077,0.27476358,Anomaly
0.42764702,0.29269975,Anomaly
0.53124106,0.31424552,Anomaly
0.03350281,0.11164928,Anomaly
0.5445738,0.6225727,Anomaly
0.13474356,0.5060528,Anomaly
0.19570707,0.34753028,Anomaly
0.105037495,0.18515253,Anomaly
0.26046523,0.4928289,Anomaly
0.19648117,0.51496303,Anomaly
0,0.31102967,Anomaly
0.08649076,0.36123186,Anomaly
0.12531246,0.15649934,Anomaly
0.7898016,0.51355714,Anomaly
0.21041934,0,Anomaly
0.7790962,0.4811252,Anomaly
0.34774637,0.5657358,Anomaly
0.917584,0.49212363,Anomaly
0.46383563,0.48296788,Anomaly
0.7414635,0.47562012,Anomaly
0.81008327,0.696677,Anomaly
0.70965147,0.3576544,Anomaly
0.86284035,0.5527784,Anomaly
0.67307633,0.4632702,Anomaly
0.5742234,0.44634438,Anomaly
0.507648,0.47246516,Anomaly
0.71430075,0.44356996,Anomaly
0.66763586,0.31367233,Anomaly
0.76690346,0.4486538,Anomaly
0.86610043,0.528872,Anomaly
0.5180588,0.6420528,Anomaly
0.18409553,0.013154846,Anomaly
0.552673,0.644245,Anomaly
0.8647348,0.64299,Anomaly
0.38220912,0.55483276,Anomaly
0.82105136,0.52607167,Anomaly
0.8880632,0.469936,Anomaly
0.5891338,0.96883476,Anomaly
0.36542872,0.040737867,Anomaly
0.3701912,0.058177467,Anomaly
0.053504854,0.4711973,Anomaly
0.5834211,0.85056967,Anomaly
0.63935804,0.9786469,Anomaly
0.01225608,0.47286344,Anomaly
0.6251453,0.8745547,Anomaly
0.071601346,0.45267874,Anomaly
0.2279749,0.39778838,Anomaly
0.07949109,0.20773387,Anomaly
0.20433092,0.21424344,Anomaly
0.115917794,0.43018818,Anomaly
0.04468638,0.44175327,Anomaly
0.03608516,0.28772634,Anomaly
0.26461154,0.41073838,Anomaly
0.6810518,0.9129146,Arch
0.6892764,0.99769276,Arch
0.649547,0.9260843,Arch
0.63372654,0.9249555,Arch
0.7558259,0.9097901,Arch
0.73811746,0.9905071,Arch
0.70230144,0.9759384,Arch
0.70921886,0.9267192,Arch
0.68797,0.03787432,Arch
0.685345,0.000139775,Arch
0.7108503,0.042072807,Arch
0.6779019,0.04108378,Arch
0.725419,0.017760374,Arch
0.7257734,0.034299638,Arch
0.69202393,0.005671365,Arch
0.690826,0.04327966,Arch
0.68055177,0.010193151,Arch
0.70027536,0.021433761,Arch
0.70303255,0.03920894,Arch
0.6756332,0.036897235,Arch
0.70106685,0.034311093,Arch
0.7010126,0.042560432,Arch
0.70082784,0.013343693,Arch
0.674288,0.001850525,Arch
0.7045934,0.90699923,Arch
0.6940556,0.92252076,Arch
0.7181197,0.99402636,Arch
0.702269,0.9725899,Arch
0.71705025,0.9263686,Arch
0.7092932,0.9154597,Arch
0.73498005,0.971457,Arch
0.7281037,0.9373019,Arch
0.7059367,0.020081833,Arch
0.68296254,0.011637574,Arch
0.7067783,0.052289292,Arch
0.70118475,0.010056241,Arch
0.68370146,0.033730786,Arch
0.72573644,0.03912242,Arch
0.6870668,0.04823978,Arch
0.6994638,0.005803524,Arch
0.71293294,0.9734849,Arch
0.69961554,0.9847107,Arch
0.7220201,0.97837776,Arch
0.7195958,0.9048028,Arch
0.6978979,0.9938331,Arch
0.70426565,0.9127884,Arch
0.7314465,0.91041,Arch
0.6669891,0.9085284,Arch
0.9743528,0.69697046,Arch
0.9739275,0.6633135,Arch
0.98359907,0.70113146,Arch
0.97892237,0.693764,Arch
0.9718169,0.6739372,Arch
0.9960294,0.69849485,Arch
0.9658131,0.6810301,Arch
0.9606644,0.6791639,Arch
0.7063027,1,Arch
0.6953981,0.9811699,Arch
0.7500371,0.9051175,Arch
0.68526024,0.9498617,Arch
0.63378805,0.9275569,Arch
0.6995468,0.90389645,Arch
0.7161284,0.9493042,Arch
0.6429707,0.9192113,Arch
0.96098375,0.66381425,Arch
0.96216214,0.6673801,Arch
0.9996125,0.6878736,Arch
0.9877585,0.67927504,Arch
0.99134773,0.6967945,Arch
0.9722032,0.67989236,Arch
0.9952844,0.6866686,Arch
0.9696027,0.68934757,Arch
0.10573959,0.59012145,Arch
0.16357581,0.6415076,Arch
0.13532184,0.6192254,Arch
0.11788375,0.56707567,Arch
0.20086387,0.6175943,Arch
0.059660237,0.60349494,Arch
0.018960059,0.5915853,Arch
0.20808026,0.6292039,Arch
0.7239741,0.9104951,Arch
0.74277806,0.9811185,Arch
0.7377945,0.9750533,Arch
0.65791327,0.9082878,Arch
0.7413095,0.91111356,Arch
0.7362248,0.92469394,Arch
0.7341279,0.97777057,Arch
0.73877597,0.94618535,Arch
0.20346618,0.62421507,Arch
0.04761857,0.604655,Arch
0.1935718,0.6309215,Arch
0.12087428,0.62493926,Arch
0.12661542,0.5822265,Arch
0.07705121,0.597907,Arch
0.055066902,0.5903139,Arch
0.16002116,0.64135265,Arch
0.1205929,0.58116496,Arch
0.093466364,0.5832243,Arch
0.16342252,0.6515387,Arch
0.14464568,0.6529426,Arch
0.090578765,0.5829289,Arch
0.052465726,0.5936109,Arch
0.09503139,0.62721914,Arch
0.077048086,0.6045502,Arch
0.16262375,0.6492469,Arch
0.05452045,0.6074169,Arch
0.13119215,0.59672093,Arch
0.07389686,0.5745316,Arch
0.15096301,0.6390163,Arch
0.068491876,0.57891905,Arch
0.17956272,0.63409007,Arch
0.09366263,0.61598325,Arch
0.064008355,0.5786913,Arch
0.12518692,0.6272191,Arch
0.06587046,0.60475385,Arch
0.005186989,0.5861473,Arch
0.04662902,0.59485126,Arch
0.1001098,0.5628878,Arch
0.1628263,0.63538307,Arch
0.19100602,0.64064574,Arch
0.10069785,0.62300664,Arch
0.002783526,0.5963487,Arch
0.1508944,0.6490944,Arch
0.09858206,0.5645726,Arch
0.18022309,0.6438286,Arch
0.13013071,0.5927434,Arch
0.002565613,0.59092534,Arch
0.17939903,0.62789243,Arch
0.9691257,0.6606653,Arch
0.96534646,0.68931395,Arch
0.9644669,0.66241133,Arch
0.9899124,0.6769722,Arch
0.9856583,0.686386,Arch
0.9839554,0.6902269,Arch
1,0.69277614,Arch
0.97700846,0.6679892,Arch
0.081347756,0.5856884,Arch
0.10356402,0.56941676,Arch
0.14282769,0.6326316,Arch
0.07360089,0.5812986,Arch
0.1614093,0.61933315,Arch
0.09045102,0.5719554,Arch
0.122285746,0.6186139,Arch
0.15419845,0.6624258,Arch
0.68271214,0.90862477,Arch
0.67859674,0.8971955,Arch
0.6362811,0.9217501,Arch
0.70972186,0.9237705,Arch
0.6685285,0.99288654,Arch
0.6700488,0.97159487,Arch
0.6948329,0.94615895,Arch
0.66443795,0.98286897,Arch
0.66797453,0.92023665,Arch
0.6290817,0.9060848,Arch
0.6618986,0.9896742,Arch
0.6721839,0.9230164,Arch
0.6327994,0.9759642,Arch
0.6414151,0.90072876,Arch
0.6815538,0.9774682,Arch
0.66648287,0.98045945,Arch
0.7112429,0.93723196,Arch
0.655692,0.9071162,Arch
0.6324487,0.9065961,Arch
0.6603282,0.9747183,Arch
0.6651869,0.97589326,Arch
0.67353046,0.9992588,Arch
0.63649035,0.97558105,Arch
0.6887577,0.9078094,Arch
0.6858446,0.019728312,Arch
0.71776265,0.008737152,Arch
0.67268604,0.02601593,Arch
0.6691918,0.020779977,Arch
0.714778,0.000683398,Arch
0.679234,0.006487288,Arch
0.70288706,0,Arch
0.7057417,0.016685557,Arch
0.1543752,0.66314954,Arch
0.09869632,0.6169837,Arch
0,0.5857091,Arch
0.14258692,0.63109523,Arch
0.12411199,0.57024956,Arch
0.1569771,0.61288685,Arch
0.13143638,0.6030577,Arch
0.09937398,0.61388826,Arch
0.00339941,0.4511884,Health
0,0.41899917,Health
0.01412744,0.4351321,Health
0.08066785,0.37920046,Health
0.13456467,0.37235823,Health
0.06401192,0.3674561,Health
0.091355845,0.33715814,Health
0.08878499,0.37503037,Health
0.5904062,0.9798459,Health
0.60935587,0.97847766,Health
0.5759153,0.96730924,Health
0.578839,0.9394126,Health
0.5529152,0.9511922,Health
0.5662459,0.9402748,Health
0.61859274,0.9735652,Health
0.59711766,0.97340447,Health
0.5574642,0.96172696,Health
0.5399311,0.9782402,Health
0.5454062,0.9723115,Health
0.5867026,0.980347,Health
0.5552272,0.97294515,Health
0.5257121,0.97746396,Health
0.5685666,0.9703725,Health
0.6023124,0.95698744,Health
0.032728992,0.36256188,Health
0.04600348,0.3704455,Health
0.01452286,0.46156147,Health
0.07100707,0.34697685,Health
0.07054379,0.33391425,Health
0.06087384,0.4052482,Health
0.02621131,0.34101778,Health
0.011641412,0.40573165,Health
0.5573098,0.98127013,Health
0.5663085,0.94780165,Health
0.60037297,0.9539309,Health
0.5888463,0.9642717,Health
0.5416852,0.9604774,Health
0.56001765,0.96722484,Health
0.5407721,0.9550173,Health
0.53107077,0.96593255,Health
0.029151265,0.41611478,Health
0.12777711,0.3796308,Health
0.014248645,0.4260085,Health
0.06497768,0.3191487,Health
0.08649743,0.31537548,Health
0.09990737,0.36593223,Health
0.019503068,0.42302996,Health
0.11627175,0.33991453,Health
0.40303087,0.022018047,Health
0.39527762,0.02150445,Health
0.4095789,0.023790723,Health
0.3714682,0.04260563,Health
0.3672183,0.03628695,Health
0.37300915,0.038792163,Health
0.41746306,0.010361133,Health
0.3703535,0.010027124,Health
0.117497645,0.28092706,Health
0.0512149,0.33771625,Health
0.124416865,0.30145085,Health
0.08702453,0.3906579,Health
0.03621211,0.34674364,Health
0.12392419,0.29049754,Health
0.007674623,0.45145646,Health
0.060357027,0.34060833,Health
0.4271846,0.012717289,Health
0.36331406,0.01980409,Health
0.41096377,0.015347487,Health
0.3538378,0.02246591,Health
0.36677983,0.025947332,Health
0.37838897,0.03216782,Health
0.35804248,0.028540049,Health
0.3899962,0.034330353,Health
0.8921914,0.07487053,Health
0.8842783,0.17775665,Health
0.9833458,0.13136387,Health
0.8617309,0.16071051,Health
0.99085546,0.16496247,Health
0.8739229,0.17880172,Health
0.86471367,0.16636749,Health
0.92676914,0.13085131,Health
0.12561104,0.36911538,Health
0.12634797,0.28486606,Health
0.027009208,0.40330997,Health
0.06090011,0.30663815,Health
0.0724034,0.31313372,Health
0.08134874,0.3684023,Health
0.11819539,0.37549934,Health
0.11551945,0.27983227,Health
0.9733849,0.14462103,Health
0.9768165,0.14312859,Health
0.8814516,0.12965436,Health
0.890022,0.07798222,Health
0.9015532,0.13708211,Health
0.92421937,0.062110126,Health
0.8648917,0.18762021,Health
0.85655963,0.17879182,Health
0.97179544,0.12783833,Health
0.91516227,0.08247556,Health
0.8991684,0.15023556,Health
0.89431256,0.18947126,Health
0.91955614,0.10323306,Health
0.9054877,0.22299588,Health
0.96590626,0.08755646,Health
0.93265605,0.10176264,Health
0.8707714,0.2021214,Health
0.999387,0.15159805,Health
0.8885177,0.13736314,Health
0.89917284,0.081674695,Health
0.90420395,0.09034517,Health
0.91423905,0.1332941,Health
0.99154747,0.14062053,Health
0.8779351,0.18633208,Health
0.89224744,0.17338976,Health
0.8537171,0.14959624,Health
0.8911288,0.15523393,Health
0.9852893,0.11848438,Health
0.9471181,0.095352866,Health
0.9442579,0.08628299,Health
0.8669605,0.12809281,Health
0.9798257,0.15144216,Health
0.9382589,0.06210618,Health
0.9512629,0.117583305,Health
0.93106174,0.08553879,Health
0.8753338,0.16944581,Health
0.9110748,0.17254272,Health
0.9574058,0.097606905,Health
0.9083162,0.14484368,Health
0.8780768,0.16064796,Health
0.42570746,0.02284286,Health
0.3796938,0.018893337,Health
0.39584884,0.004709504,Health
0.38454232,0.016024582,Health
0.39962724,0,Health
0.42797032,0.018053463,Health
0.4084455,0.00604255,Health
0.38688758,0.008154099,Health
0.9313281,0.063914515,Health
0.9327187,0.10674077,Health
0.8924639,0.09417056,Health
0.93138695,0.07542869,Health
0.99199957,0.15402023,Health
0.90851974,0.21451056,Health
0.9035284,0.21128456,Health
1,0.1421089,Health
0.046026547,0.3821048,Health
0.123878725,0.32255337,Health
0.102520056,0.39287576,Health
0.081591286,0.4005469,Health
0.03398485,0.44809905,Health
0.04420529,0.44054243,Health
0.0685401,0.3965337,Health
0.031597417,0.41030794,Health
0.036839943,0.33547306,Health
0.102925204,0.37199953,Health
0.08153663,0.38484967,Health
0.05074478,0.36117217,Health
0.022545062,0.4439699,Health
0.10865675,0.31053153,Health
0.03715329,0.45441568,Health
0.13284093,0.34591338,Health
0.03173356,0.34055585,Health
0.12357303,0.35849673,Health
0.1273695,0.3193836,Health
0.022855412,0.4645609,Health
0.11138182,0.30908746,Health
0.04850263,0.37320527,Health
0.10976305,0.33567786,Health
0.054365754,0.344889,Health
0.61380804,0.96683425,Health
0.62828666,0.9697926,Health
0.61814314,0.9837011,Health
0.6029911,0.96737224,Health
0.5681256,0.98040956,Health
0.6195993,0.9580744,Health
0.60084265,0.9872145,Health
0.6065912,1,Health
0.9907973,0.12997928,Health
0.9167894,0.21899462,Health
0.93476593,0.12477643,Health
0.91484296,0.2272366,Health
0.92426205,0.20083658,Health
0.91977084,0.17300276,Health
0.99875677,0.1304508,Health
0.9581225,0,Health
0.095695764,0.57266873,H3
0.10042824,0.59571236,H3
0.045436084,0.52631146,H3
0.048398234,0.5121861,H3
0.10721368,0.57244205,H3
0.038811278,0.53261334,H3
0.001354405,0.51506054,H3
0.15086585,0.6139434,H3
0.6110202,0.05082712,H3
0.55847865,0.009177917,H3
0.5997599,0.06686695,H3
0.6152023,0.014127973,H3
0.6048854,0.045958254,H3
0.59897333,0.001578385,H3
0.6055114,0.041967943,H3
0.61302716,0.056568675,H3
0.5923926,0.018366756,H3
0.6301201,0.047927126,H3
0.6293939,0.030639539,H3
0.62541825,0.049152464,H3
0.6026976,0.011869268,H3
0.621164,0.06110947,H3
0.5602148,0.015814122,H3
0.6277302,0.057596065,H3
0.1448724,0.5955709,H3
0.0405446,0.5300038,H3
0,0.51217264,H3
0.148693,0.5774156,H3
0.008808713,0.4816729,H3
0.13195442,0.5860367,H3
0.05049706,0.52013487,H3
0.13901229,0.59022486,H3
0.59698766,0.02215429,H3
0.57174224,0.016667066,H3
0.60030454,0.017616339,H3
0.5980832,0.07055241,H3
0.58659744,0.06306281,H3
0.5620102,0.01644864,H3
0.6172179,0.056805536,H3
0.62045413,0.034199767,H3
0.009761608,0.50294495,H3
0.058863405,0.54467434,H3
0.14063564,0.57889384,H3
0.10336863,0.5975556,H3
0.06947929,0.56289214,H3
0.07147163,0.55268687,H3
0.12854189,0.61138135,H3
0.017893,0.48432863,H3
0.3298698,0.97762483,H3
0.33612838,0.9733244,H3
0.3455035,0.9940489,H3
0.3452466,0.9643119,H3
0.34437534,0.9543383,H3
0.34806734,0.9500114,H3
0.35327876,0.94875443,H3
0.36081982,0.94983554,H3
0.07810224,0.54387516,H3
0.01759801,0.5030096,H3
0.07403684,0.5714791,H3
0.06532647,0.538638,H3
0.16917962,0.61908436,H3
0.074613035,0.53664476,H3
0.124805376,0.5728683,H3
0.06921598,0.5635939,H3
0.33335242,0.99195623,H3
0.33442453,0.98835725,H3
0.3312537,0.94446206,H3
0.3296481,0.9589538,H3
0.33858532,0.9355166,H3
0.32127154,0.96714765,H3
0.3377519,0.9467218,H3
0.35026664,0.9410472,H3
0.92323,0.59405357,H3
0.9201479,0.5985791,H3
0.90860486,0.66888326,H3
0.9573086,0.58893406,H3
0.9586101,0.5506603,H3
0.9579357,0.69682914,H3
0.9039434,0.6791097,H3
0.9641723,0.5195441,H3
0.16018268,0.5819405,H3
0.124064416,0.56520504,H3
0.00756349,0.4990605,H3
0.17307743,0.6085263,H3
0.06333671,0.489831,H3
0.048666343,0.5051889,H3
0.16012043,0.6017982,H3
0.034423534,0.49629235,H3
0.97687167,0.5107449,H3
0.970889,0.510189,H3
0.92445993,0.65116,H3
0.9705572,0.51691943,H3
0.92606384,0.67367256,H3
0.9278231,0.62377983,H3
0.91535103,0.61454165,H3
0.888737,0.6829821,H3
0.93897057,0.6535627,H3
0.9579462,0.56599844,H3
0.99834377,0.51506454,H3
0.9088503,0.6198576,H3
0.9569152,0.6747725,H3
0.8929319,0.6236255,H3
0.9468789,0.6544635,H3
0.9343945,0.6284369,H3
0.8966521,0.6590371,H3
0.92558706,0.6951793,H3
0.92670923,0.5924688,H3
0.9889748,0.54255664,H3
0.90935844,0.6389882,H3
0.952787,0.5736988,H3
0.9335308,0.64736956,H3
0.9669355,0.5683384,H3
0.90724885,0.6274007,H3
0.9174665,0.57023525,H3
0.9721646,0.53343797,H3
0.92913866,0.585845,H3
0.9668942,0.6972842,H3
0.94965065,0.6838551,H3
0.8857774,0.66582555,H3
0.9409553,0.5722578,H3
0.9609947,0.67309445,H3
0.93030393,0.6645604,H3
0.9656043,0.5598873,H3
0.94617146,0.5903282,H3
0.9684396,0.5346532,H3
0.975349,0.5431526,H3
0.9573185,0.6963613,H3
0.9836841,0.5204174,H3
0.3412653,1,H3
0.32791567,0.9542124,H3
0.3587722,0.9612042,H3
0.33906674,0.9997702,H3
0.34352246,0.9839881,H3
0.34348124,0.9679224,H3
0.35303977,0.9692863,H3
0.33059317,0.9627533,H3
0.9788945,0.54122984,H3
0.930262,0.6435909,H3
0.94175255,0.69796425,H3
0.94421506,0.6284163,H3
0.9435657,0.66666627,H3
1,0.51159614,H3
0.9514026,0.61605614,H3
0.9041621,0.67275727,H3
0.061161138,0.4783047,H3
0.06276503,0.48270348,H3
0.06256259,0.4623633,H3
0.03581816,0.47238478,H3
0.042257994,0.46017468,H3
0.18913361,0.6019789,H3
0.19299279,0.613933,H3
0.1843084,0.6184014,H3
0.05573657,0.4612062,H3
0.18230422,0.6164361,H3
0.1492973,0.5841458,H3
0.18827862,0.6258499,H3
0.097814076,0.53248405,H3
0.10239755,0.59182686,H3
0.04763444,0.4575278,H3
0.0529825,0.4975156,H3
0.1908318,0.6062914,H3
0.18556374,0.6253289,H3
0.12695828,0.59809583,H3
0.03435473,0.45702198,H3
0.12864272,0.59685624,H3
0.0643083,0.46819663,H3
0.052550383,0.47581807,H3
0.06911959,0.48423043,H3
0.57228404,0.052551277,H3
0.57172126,0.057551686,H3
0.5798622,0.04735343,H3
0.58577585,0.004463813,H3
0.578037,0.009310203,H3
0.5648778,0.004184732,H3
0.5683037,0,H3
0.5842822,0.02212055,H3
0.9357307,0.7036303,H3
0.95602554,0.53913516,H3
0.8973017,0.65089834,H3
0.8853213,0.62290674,H3
0.99919343,0.5224474,H3
0.97599584,0.57006085,H3
0.965811,0.5404011,H3
0.9550335,0.6992174,H3
0.32541624,0.08613438,H4
0.3443073,0.05148144,H4
0.31687057,0.088288486,H4
0.363736,0.07971961,H4
0.38623488,0.062366024,H4
0.43334448,0.13626349,H4
0.35890752,0.06811821,H4
0.3709254,0.06356419,H4
0.99184084,0.23348649,H4
0.9721557,0.28152287,H4
0.96419215,0.2201896,H4
0.9445313,0.25574923,H4
0.9893172,0.24597311,H4
0.9423024,0.2086681,H4
0.9761907,0.21777529,H4
0.9501525,0.24839804,H4
0.9459501,0.23730117,H4
0.998351,0.23497328,H4
0.9399228,0.25704926,H4
0.9392268,0.24947697,H4
0.9658743,0.22978741,H4
0.99910206,0.2187137,H4
0.9982008,0.24425149,H4
0.9709006,0.25532332,H4
0.33043104,0.08740914,H4
0.4304929,0.13144031,H4
0.3961919,0.028299844,H4
0.31237486,0.044712592,H4
0.31407556,0.06255842,H4
0.2951275,0.063982315,H4
0.38740155,0.060167197,H4
0.4286253,0.12361813,H4
0.9724205,0.2686031,H4
0.9665153,0.25814605,H4
0.95502853,0.24468997,H4
1,0.26030767,H4
0.95985633,0.24442466,H4
0.9586222,0.23210931,H4
0.98192304,0.24645801,H4
0.9377804,0.22846052,H4
0.4345653,0.12713365,H4
0.35931313,0.00914669,H4
0.39169082,0.020321963,H4
0.35002354,0.000501153,H4
0.41210076,0.08769407,H4
0.32691073,0.04425103,H4
0.31044573,0.03222192,H4
0.3802584,0.057872172,H4
0.06352655,0.58799124,H4
0.01129174,0.6101721,H4
0.033856835,0.5805269,H4
0.054224845,0.59246343,H4
0.019264404,0.5959821,H4
0.04753966,0.5800244,H4
0.024258232,0.603374,H4
0.02322122,0.61224335,H4
0.4136741,0.07294734,H4
0.37917832,0.010074602,H4
0.3506872,0,H4
0.33780584,0.043025855,H4
0.4302269,0.114206016,H4
0.35653475,0.017313613,H4
0.30280393,0.09311415,H4
0.40406385,0.052672092,H4
0.043577213,0.5901891,H4
0.029148826,0.59380347,H4
0.061931696,0.5827001,H4
0.029062562,0.6020329,H4
0.056691933,0.5814376,H4
0.011943047,0.602192,H4
0.05579157,0.6022661,H4
0.003245172,0.6012589,H4
0.60076994,0.9528493,H4
0.53589725,0.9724138,H4
0.47356305,0.94229263,H4
0.5541561,0.98970485,H4
0.53788453,1,H4
0.6032236,0.9596683,H4
0.51695126,0.93815863,H4
0.48618573,0.9082707,H4
0.31085312,0.045317907,H4
0.35091868,0.008357013,H4
0.35424963,0.047862846,H4
0.35319194,0.06204472,H4
0.31387737,0.084535636,H4
0.44186565,0.1367933,H4
0.41983408,0.086727194,H4
0.33681613,0.07012736,H4
0.4905371,0.97311294,H4
0.5688269,0.9469725,H4
0.5475683,0.98103684,H4
0.53464407,0.9984856,H4
0.49155438,0.901663,H4
0.5901574,0.9545642,H4
0.6140815,0.9303716,H4
0.5413789,0.99949247,H4
0.46084273,0.9277704,H4
0.5457944,0.9686035,H4
0.55205345,0.96354705,H4
0.5834809,0.9633115,H4
0.6218726,0.9309944,H4
0.4981437,0.906824,H4
0.6333466,0.92527467,H4
0.4976789,0.92221266,H4
0.5446641,0.9480751,H4
0.49178505,0.9105711,H4
0.5050293,0.9288578,H4
0.6081281,0.9441369,H4
0.45494246,0.9468135,H4
0.6286252,0.9226242,H4
0.6241224,0.95538,H4
0.46151635,0.93830955,H4
0.5592026,0.9630348,H4
0.4697335,0.91229016,H4
0.5439813,0.9615735,H4
0.6256819,0.93301713,H4
0.5703682,0.9440544,H4
0.4643625,0.95672333,H4
0.5760496,0.9687185,H4
0.5040332,0.917239,H4
0.6258593,0.9506036,H4
0.63329786,0.9419721,H4
0.48964754,0.9173155,H4
0.6394493,0.9354016,H4
0.47479615,0.95825654,H4
0.51702255,0.9358618,H4
0.4872747,0.95660037,H4
0.4537029,0.9377906,H4
0,0.60565954,H4
0.026088964,0.5869646,H4
0.030122515,0.5852737,H4
0.048081893,0.59760547,H4
0.03945156,0.6033544,H4
0.04486642,0.60293525,H4
0.03323889,0.6067513,H4
0.006243858,0.5971072,H4
0.6257614,0.94043213,H4
0.49368852,0.9776775,H4
0.47105828,0.94275,H4
0.5585321,0.9699472,H4
0.57309055,0.9557363,H4
0.4642901,0.9290475,H4
0.48681453,0.9422472,H4
0.6285199,0.91716564,H4
0.43779743,0.09313274,H4
0.30689687,0.05874491,H4
0.28684762,0.09560143,H4
0.44538698,0.10460772,H4
0.44363275,0.10448507,H4
0.30030137,0.046972007,H4
0.3019814,0.05633363,H4
0.3064952,0.08369159,H4
0.32120302,0.01461014,H4
0.43495652,0.10700003,H4
0.43454406,0.09728873,H4
